Cluster,lat,lon
0,40.7452527410001,-73.87006287
1,40.6134005330001,-74.0128093499999
0,40.7113825220001,-73.770046953
0,40.6779216510001,-73.793585768
2,40.8589839570001,-73.889062042
0,40.6902012530001,-73.7887482579999
1,40.5632903200001,-74.116892148
1,40.6565712140001,-74.003623569
1,40.703413669,-73.9647429569999
1,40.7063981970001,-73.959352821
2,40.8206401850001,-73.931108939
1,40.730034797,-73.943336575
1,40.7534640760001,-73.994399743
0,40.679915131,-73.743482854
0,40.674504245,-73.791977661
0,40.695496899,-73.754645473
2,40.87039488,-73.881977933
0,40.7046795310001,-73.805650333
0,40.7120054170001,-73.73072723
2,40.789264657,-73.851815786
0,40.6949467490001,-73.733140152
1,40.742699299,-73.9986553799999
0,40.5875144890001,-73.8117051249999
1,40.6129137890001,-73.9595430049999
2,40.819820393,-73.8664488439999
0,40.6793572300001,-73.8892094289999
1,40.615491223,-74.08165623
1,40.740134219,-73.918356293
0,40.762981671,-73.7607863599999
1,40.7562662070001,-73.990501248
0,40.73203497,-73.733496772
1,40.613038121,-73.901752759
2,40.7500358090001,-73.920170394
2,40.8698020570001,-73.890356481
0,40.671644058,-73.863360523
0,40.7295556290001,-73.891406262
1,40.6203328760001,-74.152030183
1,40.742962354,-73.955274248
1,40.691222671,-73.926684693
2,40.829330897,-73.9238693999999
1,40.742962354,-73.955274248
1,40.5940190590001,-73.9608543159999
1,40.7343456080001,-73.9819346309999
2,40.8209548680001,-73.858017409
2,40.886055507,-73.878756719
0,40.738780617,-73.741491637
1,40.6626299280001,-73.958993816
1,40.6316838720001,-73.928241643
2,40.7636745280001,-73.956083398
1,40.6198154160001,-74.009737972
1,40.6393645690001,-74.034382944
1,40.7396483360001,-73.98109239
0,40.7505508020001,-73.8635379419999
0,40.7266951240001,-73.732948076
0,40.6701549310001,-73.7911080389999
2,40.8826295900001,-73.826705396
1,40.6693357410001,-73.9408143159999
1,40.614086564,-74.0724590839999
1,40.630214907,-74.1514474429999
